city,lat,lng,country,population
Saint-Étienne,45.4304,4.38,France,265684
Toulon,43.1342,5.9188,France,357693
Nice,43.715,7.265,France,927000
Tarbes,43.2333,0.0833,France,54854
Perpignan,42.7,2.9,France,146620
Nîmes,43.8304,4.35,France,169547
Warrington,53.3833,-2.6,United Kingdom,
Newbury,51.4,-1.3167,United Kingdom,
Swindon,51.5167,-1.7833,United Kingdom,
Wick,58.4333,-3.0834,United Kingdom,7147
Dudley,52.5,-2.0833,United Kingdom,
Oxford,51.7704,-1.25,United Kingdom,192796
Hackney,51.55,-0.05,United Kingdom,
Matlock,53.1333,-1.5333,United Kingdom,
Lochgilphead,56.0333,-5.4167,United Kingdom,
Northallerton,54.3333,-1.4333,United Kingdom,
Edinburgh,55.9483,-3.2191,United Kingdom,504966
Sunderland,54.92,-1.38,United Kingdom,452934
Swansea,51.63,-3.95,United Kingdom,294339
Wokingham,51.4167,-0.8333,United Kingdom,
City of Westminster,51.5,-0.1167,United Kingdom,
Solihull,52.4167,-1.7833,United Kingdom,
Rochdale,53.6167,-2.15,United Kingdom,
Nottingham,52.9703,-1.17,United Kingdom,825600
Winchester,51.0167,-1.3167,United Kingdom,
Wembley,51.55,-0.2833,United Kingdom,
Motherwell,55.7833,-4,United Kingdom,
Reading,51.47,-0.98,United Kingdom,369804
Torquay,50.45,-3.5,United Kingdom,
Thornbury,51.6089,-2.5203,United Kingdom,
Oldham,53.55,-2.1167,United Kingdom,
Elgin,57.65,-3.3333,United Kingdom,
Wallsend,54.9914,-1.5597,United Kingdom,
Weston-super-Mare,51.3458,-2.9678,United Kingdom,
Hounslow,51.4667,-0.35,United Kingdom,
Irvine,55.6,-4.6667,United Kingdom,
Barnsley,53.55,-1.4833,United Kingdom,
Falkirk,56,-3.7667,United Kingdom,
Slough,51.5,-0.5833,United Kingdom,
Huddersfield,53.65,-1.7833,United Kingdom,
Kingston upon Hull,53.7504,-0.33,United Kingdom,302296
Romford,51.5833,0.2,United Kingdom,
Stafford,52.8,-2.1,United Kingdom,
Grays,51.4833,0.3333,United Kingdom,
Hertford,51.8,-0.0667,United Kingdom,
Coventry,52.4204,-1.5,United Kingdom,388271
Leicester,52.63,-1.1332,United Kingdom,457983
Beverley,53.8333,-0.4167,United Kingdom,
Stirling,56.1167,-3.95,United Kingdom,
Norwich,52.6304,1.3,United Kingdom,190756
Darlington,54.5333,-1.5667,United Kingdom,
Hereford,52.05,-2.7167,United Kingdom,
Grimsby,53.5333,-0.05,United Kingdom,
Bradford,53.8,-1.75,United Kingdom,501700
Bracknell,51.4167,-0.75,United Kingdom,
Morpeth,55.1667,-1.6833,United Kingdom,
Gateshead,54.945,-1.6175,United Kingdom,
Wandsworth,51.45,-0.2,United Kingdom,
South Shields,54.9878,-1.4214,United Kingdom,
Sheffield,53.3667,-1.5,United Kingdom,1292900
Ystrad Mynach,51.6403,-3.2433,United Kingdom,
South Bank,54.5667,-1.15,United Kingdom,
Haddington,55.9333,-2.7667,United Kingdom,
Aberaeron,52.25,-4.25,United Kingdom,
Lerwick,60.15,-1.15,United Kingdom,6594
Cambridge,52.2004,0.1166,United Kingdom,128488
Glenrothes,56.2,-3.1833,United Kingdom,
Pen-y-Bont ar Ogwr,51.5058,-3.5772,United Kingdom,
Barri,51.4067,-3.2694,United Kingdom,
Carlisle,54.88,-2.93,United Kingdom,72633
Aylesbury,51.8167,-0.8,United Kingdom,
Lincoln,53.2333,-0.5333,United Kingdom,
Bromley,51.4,0.05,United Kingdom,
Kirkwall,58.967,-2.95,United Kingdom,8500
Blackpool,53.8304,-3.05,United Kingdom,272792
Croydon,51.3833,-0.1,United Kingdom,
Dorchester,50.7167,-2.4333,United Kingdom,
Hendon,51.6,-0.2167,United Kingdom,
Hammersmith,51.5,-0.2333,United Kingdom,
Bournemouth,50.73,-1.9,United Kingdom,426945
Fort William,56.8165,-5.1121,United Kingdom,9652
Dumfries,55.0671,-3.55,United Kingdom,31044
Dumbarton,55.95,-4.5667,United Kingdom,
Luton,51.8804,-0.42,United Kingdom,235958
Bristol,51.45,-2.5833,United Kingdom,553528
Enfield,51.6667,-0.0667,United Kingdom,
Camberwell,51.4736,-0.0916,United Kingdom,
Truro,50.2617,-5.0433,United Kingdom,
Penzance,50.1337,-5.55,United Kingdom,20812
Clydach Vale,51.6267,-3.4761,United Kingdom,
Telford,52.6333,-2.5,United Kingdom,
Stockton-on-Tees,54.5833,-1.4167,United Kingdom,
Maidenhead,51.5167,-0.7,United Kingdom,
Dalkeith,55.8667,-3.0667,United Kingdom,
Wood Green,51.6,-0.1167,United Kingdom,
Pont-y-pŵl,51.7011,-3.0444,United Kingdom,
Perth,56.4003,-3.47,United Kingdom,39654
Milton Keynes,52.0333,-0.7,United Kingdom,
Hartlepool,54.6861,-1.2125,United Kingdom,
Harrow,51.5833,-0.3167,United Kingdom,
Oldbury,52.5,-2.0167,United Kingdom,
Ashton-under-Lyne,53.5,-2.1,United Kingdom,
Wakefield,53.7,-1.4833,United Kingdom,
Trowbridge,51.3189,-2.2086,United Kingdom,
Maidstone,51.2667,0.5167,United Kingdom,
Poole,50.7167,-2,United Kingdom,
Newport,50.7,-1.3,United Kingdom,
Walsall,52.6,-2,United Kingdom,
Woolwich,51.4667,0.2,United Kingdom,
Southend-on-Sea,51.55,0.72,United Kingdom,618386
Scunthorpe,53.5833,-0.65,United Kingdom,
Caernarfon,53.15,-4.2667,United Kingdom,
Hamilton,55.7667,-4.0333,United Kingdom,
Durham,54.7667,-1.5667,United Kingdom,
Warwick,52.2833,-1.5833,United Kingdom,
Aberdeen,57.1704,-2.08,United Kingdom,189364
Newtown Saint Boswells,55.5833,-2.6833,United Kingdom,
Sutton,51.35,-0.2,United Kingdom,
Catford,51.45,-0.0167,United Kingdom,
Lambeth,51.5,-0.1167,United Kingdom,
Lewes,50.8667,-0.0167,United Kingdom,
Dundee,56.4704,-3,United Kingdom,151592
Ipswich,52.0703,1.17,United Kingdom,143767
Birmingham,52.475,-1.92,United Kingdom,2285000
Stoke,53.0004,-2.18,United Kingdom,390801
Stockport,53.4,-2.15,United Kingdom,
Chelmsford,51.7333,0.4833,United Kingdom,
Leeds,53.83,-1.58,United Kingdom,1529000
Bath,51.3837,-2.35,United Kingdom,93238
Ayr,55.4504,-4.6167,United Kingdom,69042
Kirkintilloch,55.9167,-4.1667,United Kingdom,
Wallasey,53.4333,-3.0667,United Kingdom,
Conwy,53.2833,-3.8333,United Kingdom,
Rhuthun,53.1167,-3.3,United Kingdom,
Walthamstow,51.6,-0.0333,United Kingdom,
Halifax,53.7167,-1.85,United Kingdom,
Peterborough,52.5804,-0.25,United Kingdom,140141
Rotherham,53.4333,-1.35,United Kingdom,
Alloa,56.1167,-3.8,United Kingdom,
Southampton,50.9,-1.4,United Kingdom,384417
Ebbw Vale,51.7833,-3.2,United Kingdom,
Forfar,56.65,-2.8833,United Kingdom,
Islington,51.5333,-0.1,United Kingdom,
Caerfyrddin,51.8592,-4.3117,United Kingdom,
Ealing,51.4888,-0.3048,United Kingdom,
Kilmarnock,55.6333,-4.5333,United Kingdom,
Newport,51.5833,-2.9833,United Kingdom,
Kensington,51.5047,-0.1998,United Kingdom,
Hwlffordd,51.8017,-4.9708,United Kingdom,
Uxbridge,51.55,-0.4833,United Kingdom,
Twickenham,51.4333,-0.3167,United Kingdom,
Plymouth,50.3854,-4.16,United Kingdom,247297
Livingston,55.8833,-3.5333,United Kingdom,
Portsmouth,50.8003,-1.08,United Kingdom,442252
Paisley,55.8333,-4.4333,United Kingdom,
Exeter,50.7004,-3.53,United Kingdom,113118
Widnes,53.35,-2.7333,United Kingdom,
Stretford,53.45,-2.3167,United Kingdom,
Stornoway,58.2167,-6.3667,United Kingdom,
Manchester,53.5004,-2.248,United Kingdom,2230000
Inverness,57.4671,-4.2333,United Kingdom,45158
Morden,51.3982,-0.1984,United Kingdom,
London,51.5,-0.1167,United Kingdom,8567000
Ilford,51.5597,0.0708,United Kingdom,
Poplar,51.5,-0.0167,United Kingdom,
Salford,53.4833,-2.2667,United Kingdom,
Derby,52.9333,-1.5,United Kingdom,
Mold,53.1667,-3.1333,United Kingdom,
Worcester,52.2,-2.2,United Kingdom,
Rochester,51.3833,0.5167,United Kingdom,
Chichester,50.8333,-0.7833,United Kingdom,
East Ham,51.5333,0.05,United Kingdom,
Oakham,52.6667,-0.7333,United Kingdom,
Gloucester,51.8333,-2.25,United Kingdom,
Wrecsam,53.05,-3,United Kingdom,
Wolverhampton,52.5833,-2.1333,United Kingdom,
Llangefni,53.2667,-4.3333,United Kingdom,
Hove,50.8333,-0.1833,United Kingdom,
Brighton,50.8303,-0.17,United Kingdom,503008
Doncaster,53.5333,-1.1167,United Kingdom,
Shrewsbury,52.7167,-2.7333,United Kingdom,
Glasgow,55.8744,-4.2507,United Kingdom,1160000
Camden Town,51.5457,-0.1403,United Kingdom,
Cardiff,51.5,-3.225,United Kingdom,861400
Bexleyheath,51.45,0.15,United Kingdom,
Dover,51.1337,1.3,United Kingdom,36384
Bury,53.6,-2.3,United Kingdom,
Greenock,55.9333,-4.75,United Kingdom,74635
Middlesbrough,54.5804,-1.23,United Kingdom,416042
Scarborough,54.2804,-0.43,United Kingdom,70571
Merthyr Tudful,51.75,-3.3833,United Kingdom,
Taunton,51.0211,-3.1047,United Kingdom,
York,53.9704,-1.08,United Kingdom,158947
Port Talbot,51.6,-3.7833,United Kingdom,
Dagenham,51.55,0.1667,United Kingdom,
Liverpool,53.416,-2.918,United Kingdom,811000
Saint Helens,53.45,-2.7333,United Kingdom,
Knowsley,53.45,-2.85,United Kingdom,
Kingston upon Thames,51.4167,-0.2833,United Kingdom,
Wigan,53.5333,-2.6167,United Kingdom,
Southport,53.6667,-3,United Kingdom,
Preston,53.7667,-2.7167,United Kingdom,
Blackburn,53.75,-2.4833,United Kingdom,
Bolton,53.5833,-2.4333,United Kingdom,
Hugh Town,49.9146,-6.3143,United Kingdom,
Bedford,52.1333,-0.45,United Kingdom,
Chicksands,52.0333,-0.3667,United Kingdom,
Sandbach,53.1333,-2.3667,United Kingdom,
Chester,53.2,-2.92,United Kingdom,89531
Llandrindod Wells,52.2333,-3.3833,United Kingdom,
Northampton,52.25,-0.8833,United Kingdom,
Giffnock,55.8,-4.2833,United Kingdom,
Newcastle,55.0004,-1.6,United Kingdom,882000
Downpatrick,54.3269,-5.7113,United Kingdom,
Coleraine,55.1349,-6.6687,United Kingdom,
Magherafelt,54.7543,-6.6094,United Kingdom,
Dungannon,54.5033,-6.7643,United Kingdom,
Cookstown,54.6428,-6.7452,United Kingdom,
Bangor,54.6617,-5.6654,United Kingdom,
Strabane,54.8224,-7.4684,United Kingdom,
Londonderry,55.0004,-7.3333,United Kingdom,83652
Omagh,54.6,-7.3,United Kingdom,21056
Enniskillen,54.3466,-7.6411,United Kingdom,
Ballymena,54.8612,-6.2763,United Kingdom,
Banbridge,54.3509,-6.267,United Kingdom,
Armagh,54.3481,-6.6496,United Kingdom,
Newtownabbey,54.6691,-5.9044,United Kingdom,
Craigavon,54.4497,-6.3646,United Kingdom,
Antrim,54.7129,-6.2085,United Kingdom,
Newry,54.178,-6.3381,United Kingdom,
Lisburn,54.5099,-6.0404,United Kingdom,
Belfast,54.5968,-5.9254,United Kingdom,
Belfast,54.6,-5.96,United Kingdom,450406
Usk,51.7025,-2.9042,United Kingdom,
Komatini,41.1333,25.4167,Greece,45631
Athens,37.9833,23.7333,Greece,3242000
Ermoupoli,37.4504,24.9333,Greece,12260
Patra,38.23,21.73,Greece,163360
Lamia,38.899,22.434,Greece,47246
Tripoli,37.5091,22.3794,Greece,28970
Mitilini,39.1104,26.5546,Greece,29328
Hania,35.5122,24.0156,Greece,78728
Sitia,35.2004,26.0986,Greece,8833
Seres,41.086,23.5497,Greece,55886
Iraklio,35.325,25.1305,Greece,137154
Polygyros,40.381,23.453,Greece,5258
Thessaloniki,40.6961,22.885,Greece,828000
Xanthi,41.1418,24.8836,Greece,50570
Kerkira,39.6154,19.9147,Greece,38517
Kavala,40.9412,24.4018,Greece,59240
Kozáni,40.3007,21.789,Greece,
Alexandroupoli,40.8486,25.8744,Greece,52979
Katerini,40.2723,22.5025,Greece,53293
Ioanina,39.6679,20.8509,Greece,86304
Volos,39.37,22.95,Greece,110632
Larissa,39.6304,22.42,Greece,128758
Piraeus,37.95,23.7,Greece,466065
Agrinio,38.6218,21.4077,Greece,75233
Pirgos,37.6837,21.45,Greece,22399
Chalkida,38.464,23.6124,Greece,71842
Sparti,37.0737,22.4297,Greece,16187
Kalamata,37.0389,22.1142,Greece,71823
Hios,38.3681,26.1358,Greece,26891
Rodos,36.4412,28.2225,Greece,56969
Kos,36.8937,27.2888,Greece,19244
Szolnok,47.1864,20.1794,Hungary,109261
Hódmezővásárhely,46.4167,20.3333,Hungary,
Nagykanizsa,46.5142,16.9717,Hungary,
Nyíregyháza,47.9653,21.7187,Hungary,176880
Budapest,47.5,19.0833,Hungary,1679000
Békéscsaba,46.672,21.101,Hungary,65206
Eger,46.4,17.5833,Hungary,
Zalaegerszeg,46.844,16.84,Hungary,61898
Szeged,46.2504,20.15,Hungary,187765
Kaposvár,46.367,17.8,Hungary,108528
Sopron,47.6833,16.6,Hungary,
Kecskemét,46.9,19.7,Hungary,113895
Debrecen,47.5305,21.63,Hungary,231286
Miskolc,48.1004,20.78,Hungary,247757
Szombathely,47.2253,16.6287,Hungary,109518
Dunaújváros,46.9807,18.9327,Hungary,
Veszprém,47.091,17.911,Hungary,62023
Salgótarján,48.105,19.826,Hungary,39640
Székesfehérvár,47.1947,18.4081,Hungary,144319
Győr,47.7004,17.63,Hungary,136081
Tatabánya,47.55,18.433,Hungary,70541
Pécs,46.0804,18.22,Hungary,186262
Szekszárd,46.344,18.713,Hungary,34174
Eger,47.895,20.383,Hungary,56647
Vác,47.7837,19.1332,Hungary,35293
Sligo,54.2671,-8.4833,Ireland,20228
Mullingar,53.5333,-7.35,Ireland,
Drogheda,53.7193,-6.3478,Ireland,36533
Dundalk,54.0004,-6.4167,Ireland,38884
Muineachan,54.25,-6.9667,Ireland,5937
Port Laoise,53.0322,-7.3,Ireland,
Longford,53.7333,-7.8,Ireland,
Shannon,52.7038,-8.8641,Ireland,8781
Tralee,52.2667,-9.7167,Ireland,26384
Lifford,54.8319,-7.4836,Ireland,
Wicklow,52.975,-6.0494,Ireland,
Kilkenny,52.6545,-7.2523,Ireland,21589
An Cabhán,53.9908,-7.3606,Ireland,
Carrick on Shannon,53.9469,-8.09,Ireland,
Wexford,52.3342,-6.4575,Ireland,
Donegal,54.65,-8.1167,Ireland,2513
Killarney,52.0504,-9.5167,Ireland,11902
Ros Comain,53.6333,-8.1833,Ireland,4860
Galway,53.2724,-9.0488,Ireland,75594
Cork,51.8986,-8.4958,Ireland,188907
Dublin,53.3331,-6.2489,Ireland,1059000
Trim,53.555,-6.7917,Ireland,
Waterford,52.2583,-7.1119,Ireland,49275
Limerick,52.6647,-8.6231,Ireland,90054
Jerusalem,31.7784,35.2066,Israel,1029300
Beer Sheva,31.25,34.83,Israel,206408
Nazareth,32.704,35.2955,Israel,151459
Tel Aviv-Yafo,32.08,34.77,Israel,3112000
Haifa,32.8204,34.98,Israel,1011000
Ramla,31.9167,34.8667,Israel,63860
Douglas,54.1504,-4.48,Isle Of Man,35854
Reykjavík,64.15,-21.95,Iceland,166212
Höfn,64.2723,-15.2139,Iceland,1695
Egilsstaðir,65.2674,-14.395,Iceland,2265
Akureyi,65.6666,-18.1,Iceland,16563
Sauðárkrókur,65.7464,-19.639,Iceland,2682
Selfoss,63.9334,-20.9969,Iceland,6275
Keflavík,64.0166,-22.5666,Iceland,7930
Ísafjörður,66.0833,-23.15,Iceland,2534
Borgarnes,64.5695,-21.8623,Iceland,1783
Venice,45.4387,12.335,Italy,270816
Trento,46.0804,11.12,Italy,107808
Cagliari,39.2224,9.104,Italy,291511
Rome,41.896,12.4833,Italy,3339000
Trieste,45.6504,13.8,Italy,216035
Palermo,38.125,13.35,Italy,863000
Marsala,37.8054,12.4387,Italy,77784
Campobasso,41.563,14.656,Italy,50762
L'Aquila,42.3504,13.39,Italy,68503
Civitavecchia,42.1004,11.8,Italy,61316
Catanzaro,38.9004,16.6,Italy,95251
Genoa,44.41,8.93,Italy,647497
Ancona,43.6004,13.4999,Italy,100507
Bologna,44.5004,11.34,Italy,488172
Potenza,40.642,15.799,Italy,69060
Bari,41.1142,16.8728,Italy,500577
Milan,45.47,9.205,Italy,2945000
Turin,45.0704,7.67,Italy,1652000
Naples,40.84,14.245,Italy,2250000
Florence,43.78,11.25,Italy,1500000
Aosta,45.737,7.315,Italy,34062
Perugia,43.1104,12.39,Italy,149125
Como,45.81,9.08,Italy,250000
Novara,45.45,8.62,Italy,100910
Asti,44.93,8.21,Italy,71276
Sassari,40.73,8.57,Italy,120729
Olbia,40.9143,9.5151,Italy,45366
Modena,44.65,10.92,Italy,175502
Ferrara,44.8504,11.6099,Italy,130992
Ravenna,44.4204,12.22,Italy,134631
Treviso,45.67,12.24,Italy,177309
Verona,45.4404,10.99,Italy,347459
Udine,46.07,13.24,Italy,119009
Bolzano,46.5004,11.36,Italy,95895
Bergamo,45.7004,9.67,Italy,200000
Salerno,40.6804,14.7699,Italy,954265
Pescara,42.4554,14.2187,Italy,314789
Arezzo,43.4617,11.875,Italy,91589
Siena,43.317,11.35,Italy,52625
Livorno,43.5511,10.3023,Italy,156274
Pisa,43.7205,10.4,Italy,203336
Parma,44.8104,10.32,Italy,166011
Catania,37.5,15.08,Italy,674542
Messina,38.2005,15.55,Italy,252026
Ragusa,36.93,14.73,Italy,68956
Siracusa,37.0704,15.29,Italy,123657
Reggio di Calabria,38.115,15.6414,Italy,180353
Vibo Valentia,38.6666,16.1,Italy,33957
Crotone,39.0833,17.1233,Italy,60010
Foggia,41.4605,15.56,Italy,155203
Barletta,41.32,16.27,Italy,107830
Taranto,40.5084,17.23,Italy,202033
Brindisi,40.6403,17.93,Italy,104437
Lecce,40.3604,18.15,Italy,162582
Benevento,41.1337,14.75,Italy,61791
Caserta,41.06,14.3374,Italy,250000
Muroran,42.35,140.98,Japan,155676
Iwaki,37.0553,140.89,Japan,357309
Sakata,38.92,139.8501,Japan,100446
Tottori,35.5004,134.2333,Japan,154098
Maizuru,35.4504,135.3333,Japan,92465
Hamamatsu,34.7181,137.7327,Japan,977023
Takaoka,36.67,137,Japan,170077
Asahikawa,43.755,142.38,Japan,356612
Tsuruoka,38.7004,139.8302,Japan,99820
Otaru,43.1887,140.9783,Japan,143792
Kawagoe,35.9177,139.4911,Japan,337931
Hachiōji,35.6577,139.3261,Japan,579399
Hirosaki,40.57,140.47,Japan,174972
Kure,34.251,132.5656,Japan,196991
Hachinohe,40.51,141.54,Japan,239046
Matsumoto,36.2404,137.97,Japan,224926
Tokyo,35.685,139.7514,Japan,35676000
Tomakomai,42.6504,141.55,Japan,174806
Obihiro,42.9304,143.17,Japan,173890
Nagaoka,37.4504,138.86,Japan,195318
Kōriyama,37.41,140.38,Japan,340560
Shimonoseki,33.9654,130.9454,Japan,245786
Sasebo,33.1631,129.7177,Japan,237444
Kanoya,31.3833,130.85,Japan,82335
Kitakyūshū,33.8704,130.82,Japan,997536
Akita,39.71,140.09,Japan,320069
Aomori,40.825,140.71,Japan,298394
Chiba,35.6,140.1167,Japan,
Fukui,36.0704,136.22,Japan,248707
Fukuoka,33.595,130.41,Japan,2792000
Fukushima,37.74,140.47,Japan,294237
Gifu,35.4231,136.7628,Japan,412895
Hiroshima,34.3878,132.4429,Japan,2045000
Kagoshima,31.586,130.5611,Japan,555352
Kanazawa,36.56,136.64,Japan,551249
Kōbe,34.68,135.17,Japan,1528478
Kōchi,33.5624,133.5375,Japan,335570
Kōfu,35.6504,138.5833,Japan,197540
Kumamoto,32.8009,130.7006,Japan,718232
Kyoto,35.03,135.75,Japan,1805000
Maebashi,36.3927,139.0727,Japan,344871
Matsue,35.467,133.0666,Japan,156811
Matsuyama,33.8455,132.7658,Japan,533541
Mito,36.3704,140.48,Japan,353892
Miyazaki,31.9182,131.4184,Japan,324384
Morioka,39.72,141.13,Japan,295172
Nagano,36.65,138.17,Japan,594311
Nagasaki,32.765,129.885,Japan,435455
Nagoya,35.155,136.915,Japan,3230000
Naha,26.2072,127.673,Japan,905238
Niigata,37.92,139.04,Japan,569797
Ōita,33.2432,131.5979,Japan,448907
Okayama,34.672,133.9171,Japan,866092
Ōsaka,34.75,135.4601,Japan,11294000
Ōtsu,35.0064,135.8674,Japan,536976
Sapporo,43.075,141.34,Japan,2544000
Sendai,38.2871,141.0217,Japan,2250000
Shizuoka,34.9858,138.3854,Japan,701561
Takamatsu,34.3447,134.0448,Japan,334223
Tokushima,34.0674,134.5525,Japan,443760
Tottori,35.5,134.2333,Japan,
Toyama,36.7,137.23,Japan,332812
Tsu,34.7171,136.5167,Japan,500000
Utsunomiya,36.55,139.87,Japan,667752
Wakayama,34.2231,135.1677,Japan,440006
Yamagata,38.2705,140.32,Japan,272209
Yamaguchi,34.1833,131.4667,Japan,
Yokohama,35.32,139.58,Japan,3697894
Saitama,35.9,139.65,Japan,
Saga,33.2333,130.3,Japan,
Kawasaki,35.53,139.705,Japan,1437266
Nara,34.6833,135.8333,Japan,
Kushiro,42.975,144.3747,Japan,198566
Kitami,43.8504,143.9,Japan,113137
Hakodate,41.795,140.74,Japan,302984
Renton,47.4757,-122.1904,United States,100953
Chehalis,46.6649,-122.966,United States,7498
Mercer Island,47.5624,-122.2265,United States,25134
Lynnwood,47.8285,-122.3034,United States,38092
Centralia,46.7226,-122.9695,United States,41077
Mountlake Terrace,47.7921,-122.3077,United States,21182
Seattle,47.6217,-122.3238,United States,3541236
Liberty Lake,47.6687,-117.1031,United States,9209
Airway Heights,47.6464,-117.5802,United States,6672
Brier,47.7924,-122.2736,United States,6743
Port Townsend,48.1219,-122.7873,United States,8782
Oak Harbor,48.2965,-122.6331,United States,34689
Anacortes,48.4878,-122.6291,United States,17667
Grandview,46.2432,-119.9082,United States,18909
Quincy,47.2342,-119.8512,United States,7644
Kelso,46.1249,-122.8907,United States,12047
Cheney,47.49,-117.5789,United States,12213
Lacey,47.0444,-122.7933,United States,47688
Selah,46.648,-120.5388,United States,7768
Sultan,47.8703,-121.8036,United States,8681
Edmonds,47.8114,-122.3534,United States,41840
Lake Forest Park,47.7592,-122.2877,United States,13266
Yakima,46.5926,-120.5492,United States,133687
Pacific,47.261,-122.2507,United States,7122
Snoqualmie,47.5292,-121.8409,United States,25455
Lynden,48.9502,-122.4542,United States,16966
Federal Way,47.3091,-122.3358,United States,96757
Mill Creek,47.8631,-122.2037,United States,20303
Lakewood,47.1627,-122.5299,United States,60665
Port Angeles,48.1141,-123.4565,United States,23818
Wapato,46.4435,-120.4213,United States,7723
Arlington,48.1698,-122.144,United States,19112
Sammamish,47.6045,-122.0446,United States,63773
Covington,47.3665,-122.105,United States,20478
Wenatchee,47.4251,-120.329,United States,71426
Omak,48.4214,-119.5178,United States,8208
Sedro-Woolley,48.5095,-122.2344,United States,11476
Sunnyside,46.3159,-120.0058,United States,17931
Normandy Park,47.4344,-122.3436,United States,6651
SeaTac,47.4444,-122.2985,United States,28873
Steilacoom,47.1702,-122.5938,United States,6309
Ridgefield,45.8112,-122.7053,United States,6318
Kennewick,46.1979,-119.1732,United States,229624
Pullman,46.7327,-117.1634,United States,33204
Longview,46.1471,-122.9642,United States,65156
West Richland,46.3115,-119.3996,United States,14198
Colville,48.545,-117.8975,United States,5088
Prosser,46.2065,-119.7659,United States,6040
Maple Valley,47.3664,-122.037,United States,25698
Auburn,47.3039,-122.2108,United States,77472
Burlington,48.4676,-122.3298,United States,8768
Connell,46.6627,-118.8403,United States,5243
Bainbridge Island,47.6439,-122.5434,United States,24404
Edgewood,47.2309,-122.2832,United States,10734
Shoreline,47.7563,-122.3425,United States,55333
Othello,46.8226,-119.1654,United States,12324
University Place,47.2146,-122.5461,United States,33288
Poulsbo,47.7417,-122.6408,United States,10400
Hoquiam,46.9857,-123.9006,United States,8434
Ephrata,47.3119,-119.5342,United States,7289
Kent,47.3887,-122.2128,United States,127514
Mukilteo,47.9096,-122.3035,United States,21462
Kirkland,47.6996,-122.1982,United States,87701
Redmond,47.6776,-122.1176,United States,62458
Tukwila,47.4749,-122.2727,United States,20033
Yelm,46.9398,-122.6261,United States,16125
Olympia,47.0417,-122.8958,United States,194532
Fife,47.2327,-122.3519,United States,10103
Port Orchard,47.516,-122.6616,United States,13945
Bremerton,47.5436,-122.7121,United States,214549
Lake Stevens,48.0028,-122.0964,United States,31679
Montesano,47.0108,-123.5868,United States,8385
Sequim,48.0747,-123.0948,United States,20330
Tacoma,47.2431,-122.4531,United States,211277
Woodinville,47.7568,-122.1479,United States,12000
Ocean Shores,46.9686,-124.1521,United States,5463
Moses Lake,47.1276,-119.2762,United States,36662
Puyallup,47.1794,-122.2901,United States,40640
Sumner,47.219,-122.2337,United States,9969
Walla Walla,46.0678,-118.3364,United States,56509
Bothell,47.774,-122.2039,United States,44546
Tumwater,46.9925,-122.9227,United States,22538
Duvall,47.7354,-121.9726,United States,7701
Monroe,47.8594,-121.9854,United States,18408
Clarkston,46.4154,-117.0501,United States,7341
Gig Harbor,47.335,-122.5966,United States,9110
Des Moines,47.3914,-122.3154,United States,31172
Snohomish,47.9277,-122.0971,United States,9915
Richland,46.2828,-119.2939,United States,54989
Woodland,45.9147,-122.7503,United States,6333
Washougal,45.5812,-122.3433,United States,15466
Bonney Lake,47.1789,-122.1698,United States,20310
Spokane Valley,47.6625,-117.2345,United States,96340
Bellevue,47.5953,-122.155,United States,141400
Marysville,48.0812,-122.1559,United States,163547
Newcastle,47.5304,-122.1633,United States,11567
North Bend,47.4899,-121.7741,United States,6739
Enumclaw,47.2018,-121.9898,United States,11654
Shelton,47.2186,-123.1128,United States,18981
Bellingham,48.7534,-122.4683,United States,123933
Kenmore,47.7531,-122.246,United States,22357
Ellensburg,47.001,-120.5491,United States,22847
DuPont,47.1079,-122.6496,United States,9497
Granite Falls,48.0874,-121.9705,United States,6421
Milton,47.2522,-122.3153,United States,7970
Stanwood,48.245,-122.3427,United States,7073
East Wenatchee,47.4172,-120.2809,United States,13968
Spokane,47.6671,-117.433,United States,400936
Chelan,47.8414,-120.026,United States,6023
Camas,45.6006,-122.4301,United States,22449
Blaine,48.9839,-122.7406,United States,5164
Union Gap,46.5569,-120.4937,United States,6110
Pasco,46.2499,-119.1271,United States,70579
Issaquah,47.5414,-122.0436,United States,37322
Toppenish,46.3807,-120.3125,United States,14550
Orting,47.0967,-122.2113,United States,7693
Fircrest,47.2308,-122.5157,United States,6780
Vancouver,45.6352,-122.5972,United States,174826
Battle Ground,45.7763,-122.5415,United States,20110
College Place,46.043,-118.3869,United States,9142
Mount Vernon,48.4203,-122.3114,United States,68613
Ferndale,48.8525,-122.5893,United States,13403
Aberdeen,46.9768,-123.8083,United States,28863
Everett,47.9524,-122.1672,United States,109043
Burien,47.4761,-122.3393,United States,50997
Manassas Park,38.7717,-77.4448,United States,15915
Fairfax,38.8531,-77.2998,United States,24164
Big Stone Gap,36.8615,-82.7774,United States,7885
Waynesboro,38.0673,-78.9012,United States,21887
Lexington,37.7825,-79.444,United States,8765
Winchester,39.1734,-78.1745,United States,72928
Orange,38.2484,-78.1125,United States,5179
Strasburg,38.9944,-78.3541,United States,7218
Radford,37.1229,-80.5583,United States,17483
Richmond,37.5294,-77.4755,United States,1041877
Virginia Beach,36.7335,-76.0435,United States,1487505
Herndon,38.9699,-77.3867,United States,24393
Chesapeake,36.6778,-76.3024,United States,237940
Purcellville,39.1378,-77.7109,United States,14645
Covington,37.7786,-79.9868,United States,7804
Charlottesville,38.0374,-78.4856,United States,99664
